topicId,level,lesson,english,italian,issueType
"ethical-hacking",0,"ethack_foundations_3","Enumeration","Enumerazione",near-identical-translation
"ethical-hacking",1,"ethack_methodology_1","Installation","Installazione",near-identical-translation
"ethical-hacking",1,"ethack_methodology_1","Persistence","Persistenza",near-identical-translation
"ethical-hacking",1,"ethack_methodology_1","Persistence","",duplicate-across-lessons
"ethical-hacking",1,"ethack_methodology_2","Tactic","Tattica",near-identical-translation
"ethical-hacking",1,"ethack_methodology_2","Procedure","Procedura",near-identical-translation
"ethical-hacking",1,"ethack_methodology_4","Hacktivist","Hacktivista",near-identical-translation
"ethical-hacking",2,"ethack_passive_recon_1","Metadata","Metadati",near-identical-translation
"ethical-hacking",4,"ethack_vuln_scanning_4","False Positive","Falso positivo",near-identical-translation
"ethical-hacking",4,"ethack_vuln_scanning_4","False Negative","Falso negativo",near-identical-translation
"ethical-hacking",6,"ethack_web_hacking_1","SQL Injection","Iniezione SQL (SQLi)",tautological-example
"ethical-hacking",6,"ethack_web_hacking_1","Error-Based SQLi","SQLi basata su errore",tautological-example
"ethical-hacking",6,"ethack_web_hacking_1","UNION-Based SQLi","SQLi basata su UNION",tautological-example
"ethical-hacking",6,"ethack_web_hacking_1","Boolean-Based Blind SQLi","SQLi cieca booleana",tautological-example
"ethical-hacking",6,"ethack_web_hacking_1","Time-Based Blind SQLi","SQLi cieca basata su tempo",tautological-example
"ethical-hacking",6,"ethack_web_hacking_1","sqlmap","Strumento automatico per SQLi (sqlmap)",tautological-example
"ethical-hacking",6,"ethack_web_hacking_1","sqlmap","",duplicate-across-lessons
"ethical-hacking",6,"ethack_web_hacking_1","Stacked Queries","Query impilate",tautological-example
"ethical-hacking",6,"ethack_web_hacking_1","NoSQL Injection","Iniezione NoSQL",tautological-example
"ethical-hacking",6,"ethack_web_hacking_1","Out-of-Band SQLi","SQLi out-of-band",tautological-example
"ethical-hacking",6,"ethack_web_hacking_2","XSS","Cross-Site Scripting (XSS)",tautological-example
"ethical-hacking",6,"ethack_web_hacking_2","Reflected XSS","XSS riflessa",tautological-example
"ethical-hacking",6,"ethack_web_hacking_2","Stored XSS","XSS persistente",tautological-example
"ethical-hacking",6,"ethack_web_hacking_2","DOM XSS","XSS DOM",tautological-example
"ethical-hacking",6,"ethack_web_hacking_2","XSS Payload","Payload XSS",trivial-example
"ethical-hacking",6,"ethack_web_hacking_2","BeEF","Framework di exploitation browser (BeEF)",tautological-example
"ethical-hacking",6,"ethack_web_hacking_2","HttpOnly Cookie","Cookie HttpOnly",tautological-example
"ethical-hacking",7,"ethack_advanced_web_2","Insecure Deserialization","Deserializzazione non sicura",tautological-example
"ethical-hacking",8,"ethack_network_hacking_1","mitmproxy","mitmproxy (proxy MITM)",fake-translation
"ethical-hacking",8,"ethack_network_hacking_1","MAC Spoofing","Spoofing MAC",tautological-example
"ethical-hacking",8,"ethack_network_hacking_2","Responder","Responder (tool LLMNR/NBT-NS)",fake-translation
"ethical-hacking",8,"ethack_network_hacking_2","Responder","",duplicate-across-lessons
"ethical-hacking",8,"ethack_network_hacking_3","macof","macof (tool MAC flooding)",fake-translation
"ethical-hacking",8,"ethack_network_hacking_3","Bettercap","Bettercap (framework MITM)",fake-translation
"ethical-hacking",8,"ethack_network_hacking_3","Yersinia","Yersinia (Layer 2 attack tool)",fake-translation
"ethical-hacking",8,"ethack_network_hacking_4","Chisel","Chisel (TCP tunnel)",fake-translation
"ethical-hacking",8,"ethack_network_hacking_4","proxychains","proxychains (tool routing)",fake-translation
"ethical-hacking",8,"ethack_network_hacking_4","sshuttle","sshuttle (VPN povera via SSH)",fake-translation
"ethical-hacking",9,"ethack_wireless_1","WPA2","WPA2 (protocollo Wi-Fi sicuro)",fake-translation
"ethical-hacking",9,"ethack_wireless_1","WPA3","WPA3 (protocollo Wi-Fi più recente)",fake-translation
"ethical-hacking",9,"ethack_wireless_1","PMKID","PMKID (identificatore chiave WPA2 vulnerabile)",fake-translation
"ethical-hacking",9,"ethack_wireless_1","EAPOL","EAPOL (Extensible Auth Protocol over LAN)",fake-translation
"ethical-hacking",9,"ethack_wireless_2","Aircrack-ng","Aircrack-ng (suite Wi-Fi)",fake-translation
"ethical-hacking",9,"ethack_wireless_2","airodump-ng","airodump-ng (capture Wi-Fi)",fake-translation
