topicId,level,lesson,english,italian,issueType
"cloud-computing",17,"cloud_services_12","Feature Flag","Interruttore funzionalità (feature flag)",tautological-example
"cloud-computing",17,"cloud_services_12","A/B Testing","Test su due varianti (A/B testing)",trivial-example
"cloud-computing",17,"cloud_services_12","Shadow Traffic","Traffico shadow",tautological-example
"cloud-computing",17,"cloud_services_12","Shadow Traffic","Traffico shadow",trivial-example
"cloud-computing",17,"cloud_services_12","Rollback","Ritorno a versione precedente (rollback)",trivial-example
"cloud-computing",17,"cloud_services_12","Progressive Delivery","Consegna progressiva",tautological-example
"cloud-computing",17,"cloud_services_12","Traffic Shifting","Spostamento progressivo del traffico (traffic shifting)",tautological-example
"cloud-computing",18,"cloud_services_13","Data Warehouse","Magazzino dati analitico (data warehouse)",trivial-example
"cloud-computing",18,"cloud_services_13","Redshift","Redshift (data warehouse AWS)",tautological-example
"cloud-computing",18,"cloud_services_13","Redshift","Redshift (data warehouse AWS)",fake-translation
"cloud-computing",18,"cloud_services_13","Redshift","Redshift (data warehouse AWS)",trivial-example
"cloud-computing",18,"cloud_services_13","BigQuery","BigQuery (data warehouse Google)",tautological-example
"cloud-computing",18,"cloud_services_13","BigQuery","BigQuery (data warehouse Google)",fake-translation
"cloud-computing",18,"cloud_services_13","Snowflake","Snowflake (data warehouse cloud)",tautological-example
"cloud-computing",18,"cloud_services_13","Snowflake","Snowflake (data warehouse cloud)",fake-translation
"cloud-computing",18,"cloud_services_13","Synapse Analytics","Data warehouse Azure (Synapse Analytics)",trivial-example
"cloud-computing",18,"cloud_services_13","Columnar Storage","Storage columnar",tautological-example
"cloud-computing",18,"cloud_services_13","Columnar Storage","Storage columnar",trivial-example
"cloud-computing",18,"cloud_services_13","Slot","Unità di calcolo BigQuery (slot)",trivial-example
"cloud-computing",18,"cloud_services_13","Cluster Key","Chiave di cluster",trivial-example
"cloud-computing",18,"cloud_services_13","Materialized View","Vista materializzata",tautological-example
"cloud-computing",18,"cloud_services_14","Lake Formation","Governance dei data lake (AWS Lake Formation)",tautological-example
