topicId,level,lesson,english,italian,issueType
"rust",7,"rust_error_handling_2","Assert Macro","Macro assert",trivial-example
"rust",7,"rust_error_handling_2","Unreachable","Dichiara codice irraggiungibile (unreachable!)",tautological-example
"rust",7,"rust_error_handling_3","Error Trait","Trait Error",trivial-example
"rust",7,"rust_error_handling_3","From Trait","Trait From",trivial-example
"rust",7,"rust_error_handling_3","Error Enum","Enum di errore",trivial-example
"rust",7,"rust_error_handling_3","Thiserror","Derivazione di errori Rust (thiserror)",tautological-example
"rust",7,"rust_error_handling_3","Thiserror","",duplicate-across-lessons
"rust",7,"rust_error_handling_3","Anyhow","Errore generico per applicazioni (anyhow)",tautological-example
"rust",7,"rust_error_handling_3","Anyhow","",duplicate-across-lessons
"rust",7,"rust_error_handling_3","Error Source","Sorgente errore",trivial-example
"rust",7,"rust_error_handling_4","Map","Trasforma il valore se presente (map)",tautological-example
"rust",7,"rust_error_handling_4","Map","Trasforma il valore se presente (map)",trivial-example
"rust",7,"rust_error_handling_4","Map","",duplicate-across-lessons
"rust",7,"rust_error_handling_4","Map Err","Trasforma l'errore di Result (map_err)",trivial-example
"rust",7,"rust_error_handling_4","And Then","Concatena operazioni Option/Result (and_then)",trivial-example
"rust",7,"rust_error_handling_4","And Then","",duplicate-across-lessons
"rust",7,"rust_error_handling_4","Or Else","Fallback se Result è Err (or_else)",trivial-example
"rust",7,"rust_error_handling_4","Unwrap Or","Estrai o usa il default (unwrap_or)",trivial-example
"rust",7,"rust_error_handling_4","Unwrap Or","",duplicate-across-lessons
"rust",7,"rust_error_handling_4","Unwrap Or Else","Unwrap con calcolo di default (unwrap_or_else)",trivial-example
"rust",7,"rust_error_handling_4","Ok Method","Metodo ok",trivial-example
"rust",7,"rust_error_handling_4","Try From","Conversione fallibile (TryFrom)",trivial-example
"rust",7,"rust_error_handling_4","Default Error","Errore di default",trivial-example
"rust",8,"rust_collections_1","Vec","Vettore Vec",trivial-example
"rust",8,"rust_collections_1","Vec Macro","Macro vec",trivial-example
"rust",8,"rust_collections_1","Vec Macro","",duplicate-across-lessons
"rust",8,"rust_collections_1","Push","Aggiungi in coda (push)",tautological-example
"rust",8,"rust_collections_1","Push","Aggiungi in coda (push)",trivial-example
"rust",8,"rust_collections_1","Pop","Rimuovi dalla coda (pop)",tautological-example
"rust",8,"rust_collections_1","Index","Indice",trivial-example
"rust",8,"rust_collections_1","Get","Accesso opzionale (get)",tautological-example
"rust",8,"rust_collections_1","Get","Accesso opzionale (get)",trivial-example
"rust",8,"rust_collections_1","Length","Lunghezza",trivial-example
"rust",8,"rust_collections_1","Capacity","Capacità",tautological-example
"rust",8,"rust_collections_1","Capacity","Capacità",near-identical-translation
"rust",8,"rust_collections_1","Capacity","Capacità",trivial-example
"rust",8,"rust_collections_1","With Capacity","Con capacità",trivial-example
"rust",8,"rust_collections_1","Iterate","Iterare",near-identical-translation
"rust",8,"rust_collections_2","HashMap","Mappa hash (HashMap)",tautological-example
"rust",8,"rust_collections_2","HashMap","Mappa hash (HashMap)",trivial-example
"rust",8,"rust_collections_2","Insert","Inserimento",tautological-example
"rust",8,"rust_collections_2","Insert","Inserimento",trivial-example
"rust",8,"rust_collections_2","Get From Map","Get da map",trivial-example
"rust",8,"rust_collections_2","Remove","Rimozione",tautological-example
"rust",8,"rust_collections_2","Remove","Rimozione",trivial-example
"rust",8,"rust_collections_2","Contains Key","Verifica presenza chiave (contains_key)",trivial-example
"rust",8,"rust_collections_2","HashSet","Insieme hash (HashSet)",tautological-example
"rust",8,"rust_collections_2","HashSet","Insieme hash (HashSet)",trivial-example
"rust",8,"rust_collections_3","Iterator Trait","Trait Iterator",trivial-example
"rust",8,"rust_collections_3","Iter","Iteratore di riferimenti (iter)",tautological-example
"rust",8,"rust_collections_3","Iter Mut","Iteratore di riferimenti mutabili (iter_mut)",trivial-example
"rust",8,"rust_collections_3","Into Iter","Iteratore consumante (into_iter)",trivial-example
"rust",8,"rust_collections_3","Map Iter","Map su iteratore",trivial-example
"rust",8,"rust_collections_3","Filter","Filtra elementi (filter)",tautological-example
"rust",8,"rust_collections_3","Collect","Raccoglie in collezione (collect)",tautological-example
"rust",8,"rust_collections_3","Collect","",duplicate-across-lessons
"rust",8,"rust_collections_3","Sum","Somma",tautological-example
"rust",8,"rust_collections_3","Sum","Somma",trivial-example
"rust",8,"rust_collections_3","Sum","",duplicate-across-lessons
"rust",8,"rust_collections_3","Count","Conta gli elementi (count)",tautological-example
"rust",8,"rust_collections_3","Count","Conta gli elementi (count)",trivial-example
"rust",8,"rust_collections_3","Lazy Evaluation","Valutazione lazy",trivial-example
"rust",8,"rust_collections_4","String Push Char","Aggiunta di char",trivial-example
"rust",8,"rust_collections_4","String Split","Split di stringa",trivial-example
"rust",8,"rust_collections_4","String Replace","Replace",trivial-example
"rust",8,"rust_collections_4","To Lowercase","Minuscole (to_lowercase)",trivial-example
"rust",8,"rust_collections_4","To Uppercase","Maiuscole (to_uppercase)",trivial-example
"rust",8,"rust_collections_4","String Contains","Verifica sottostringa (String::contains)",trivial-example
"rust",8,"rust_collections_4","String Starts With","Inizia con prefisso (starts_with)",trivial-example
"rust",8,"rust_collections_4","Parse","Analizza una stringa in tipo (parse)",tautological-example
"rust",8,"rust_collections_4","Parse","Analizza una stringa in tipo (parse)",trivial-example
"rust",9,"rust_traits_1","Trait","Interfaccia generica Rust (trait)",trivial-example
"rust",9,"rust_traits_1","Trait Method","Metodo di trait",tautological-example
"rust",9,"rust_traits_1","Trait Bound","Vincolo di trait",trivial-example
